delivery_id,match_id,bowler_id,batsman_id,timestamp,x,y,z,frame_number,is_hawkeye_prediction
D7,12345,B1,BT7,2025-04-22 23:12:58.086427,-0.232,2.177,2.857,8,False
D7,12345,B1,BT7,2025-04-22 23:12:58.106427,0.353,2.106,3.297,9,False
D7,12345,B1,BT7,2025-04-22 23:12:58.126427,0.322,2.184,3.674,10,False
D7,12345,B1,BT7,2025-04-22 23:12:58.146427,0.244,2.06,4.1,11,False
D7,12345,B1,BT7,2025-04-22 23:12:58.166427,-0.255,2.239,4.532,12,False
D7,12345,B1,BT7,2025-04-22 23:12:58.186427,0.362,2.257,4.933,13,False
D7,12345,B1,BT7,2025-04-22 23:12:58.206427,0.117,2.117,5.336,14,False
D7,12345,B1,BT7,2025-04-22 23:12:58.226427,-0.088,2.264,5.76,15,False
D7,12345,B1,BT7,2025-04-22 23:12:58.246427,0.501,2.129,6.132,16,False
D7,12345,B1,BT7,2025-04-22 23:12:58.266427,-0.038,2.23,6.552,17,False
D7,12345,B1,BT7,2025-04-22 23:12:58.286427,0.264,2.223,6.996,18,False
D7,12345,B1,BT7,2025-04-22 23:12:58.306427,-0.318,2.126,7.38,19,False
D7,12345,B1,BT7,2025-04-22 23:12:58.326427,-0.05,2.318,7.828,20,False
D7,12345,B1,BT7,2025-04-22 23:12:58.346427,0.504,2.322,8.189,21,False
D7,12345,B1,BT7,2025-04-22 23:12:58.366427,0.233,2.219,8.598,22,False
D7,12345,B1,BT7,2025-04-22 23:12:58.386427,-0.222,2.09,9.005,23,False
D7,12345,B1,BT7,2025-04-22 23:12:58.406427,-0.12,2.094,9.425,24,False
D7,12345,B1,BT7,2025-04-22 23:12:58.426427,0.548,2.096,9.837,25,False
D7,12345,B1,BT7,2025-04-22 23:12:58.446427,0.055,1.87,10.291,26,False
D7,12345,B1,BT7,2025-04-22 23:12:58.466427,0.076,1.991,10.664,27,False
D7,12345,B1,BT7,2025-04-22 23:12:58.486427,0.295,1.813,11.074,28,False
D7,12345,B1,BT7,2025-04-22 23:12:58.506427,0.112,1.625,11.476,29,False
D7,12345,B1,BT7,2025-04-22 23:12:58.526427,0.117,1.542,11.92,30,False
D7,12345,B1,BT7,2025-04-22 23:12:58.546427,0.107,1.504,12.29,31,True
D7,12345,B1,BT7,2025-04-22 23:12:58.566427,0.119,1.491,12.724,32,True
D7,12345,B1,BT7,2025-04-22 23:12:58.586427,0.117,1.503,13.14,33,True
D7,12345,B1,BT7,2025-04-22 23:12:58.606427,0.118,1.432,13.565,34,True
D7,12345,B1,BT7,2025-04-22 23:12:58.626427,0.115,1.253,13.951,35,True
D7,12345,B1,BT7,2025-04-22 23:12:58.646427,0.142,1.204,14.351,36,True
D7,12345,B1,BT7,2025-04-22 23:12:58.666427,0.104,1.1,14.766,37,True
D7,12345,B1,BT7,2025-04-22 23:12:58.686427,0.155,1.083,15.174,38,True
D7,12345,B1,BT7,2025-04-22 23:12:58.706427,0.123,1.083,15.586,39,True
D7,12345,B1,BT7,2025-04-22 23:12:58.726427,0.147,0.896,16.024,40,True
D7,12345,B1,BT7,2025-04-22 23:12:58.746427,0.133,0.935,16.434,41,True
D7,12345,B1,BT7,2025-04-22 23:12:58.766427,0.109,0.871,16.833,42,True
D7,12345,B1,BT7,2025-04-22 23:12:58.786427,0.131,0.719,17.246,43,True
D7,12345,B1,BT7,2025-04-22 23:12:58.806427,0.104,0.708,17.665,44,True
D7,12345,B1,BT7,2025-04-22 23:12:58.826427,0.13,0.648,18.066,45,True
D7,12345,B1,BT7,2025-04-22 23:12:58.846427,0.142,0.572,18.482,46,True
D7,12345,B1,BT7,2025-04-22 23:12:58.866427,0.15,0.45,18.887,47,True
D7,12345,B1,BT7,2025-04-22 23:12:58.886427,0.117,0.439,19.292,48,True
D7,12345,B1,BT7,2025-04-22 23:12:58.906427,0.111,0.34,19.722,49,True
D7,12345,B1,BT7,2025-04-22 23:12:58.926427,0.13,0.293,20.149,50,True
D8,12345,B5,BT6,2025-04-22 23:12:57.946529,-0.578,2.004,0.007,1,False
D8,12345,B5,BT6,2025-04-22 23:12:57.966529,-0.345,2.016,0.437,2,False
D8,12345,B5,BT6,2025-04-22 23:12:57.986529,-0.792,2.024,0.809,3,False
D8,12345,B5,BT6,2025-04-22 23:12:58.006529,-0.748,2.048,1.242,4,False
D8,12345,B5,BT6,2025-04-22 23:12:58.026529,-0.584,2.056,1.623,5,False
D8,12345,B5,BT6,2025-04-22 23:12:58.046529,-0.833,2.078,2.065,6,False
D8,12345,B5,BT6,2025-04-22 23:12:58.066529,-0.148,2.113,2.437,7,False
D8,12345,B5,BT6,2025-04-22 23:12:58.086529,-0.088,2.064,2.876,8,False
D8,12345,B5,BT6,2025-04-22 23:12:58.106529,-0.639,2.111,3.265,9,False
D8,12345,B5,BT6,2025-04-22 23:12:58.126529,-0.581,2.198,3.682,10,False
D8,12345,B5,BT6,2025-04-22 23:12:58.146529,-0.213,2.247,4.098,11,False
D8,12345,B5,BT6,2025-04-22 23:12:58.166529,-0.803,2.181,4.529,12,False
D8,12345,B5,BT6,2025-04-22 23:12:58.186529,-0.355,2.14,4.937,13,False
D8,12345,B5,BT6,2025-04-22 23:12:58.206529,-0.86,2.196,5.346,14,False
D8,12345,B5,BT6,2025-04-22 23:12:58.226529,-0.666,2.358,5.733,15,False
D8,12345,B5,BT6,2025-04-22 23:12:58.246529,-0.265,2.338,6.146,16,False
D8,12345,B5,BT6,2025-04-22 23:12:58.266529,-0.459,2.282,6.554,17,False
D8,12345,B5,BT6,2025-04-22 23:12:58.286529,-0.141,2.399,6.992,18,False
D8,12345,B5,BT6,2025-04-22 23:12:58.306529,-0.819,2.194,7.364,19,False
D8,12345,B5,BT6,2025-04-22 23:12:58.326529,-0.763,2.156,7.787,20,False
D8,12345,B5,BT6,2025-04-22 23:12:58.346529,-0.04,2.412,8.227,21,False
D8,12345,B5,BT6,2025-04-22 23:12:58.366529,-0.663,2.076,8.595,22,False
D8,12345,B5,BT6,2025-04-22 23:12:58.386529,-0.68,2.039,9.054,23,False
D8,12345,B5,BT6,2025-04-22 23:12:58.406529,-0.797,2.18,9.452,24,False
D8,12345,B5,BT6,2025-04-22 23:12:58.426529,-0.4,1.908,9.853,25,False
D8,12345,B5,BT6,2025-04-22 23:12:58.446529,-0.312,2.012,10.268,26,False
D8,12345,B5,BT6,2025-04-22 23:12:58.466529,-0.52,2.01,10.67,27,False
D8,12345,B5,BT6,2025-04-22 23:12:58.486529,-0.295,1.72,11.082,28,False
D8,12345,B5,BT6,2025-04-22 23:12:58.506529,-0.28,1.856,11.476,29,False
D8,12345,B5,BT6,2025-04-22 23:12:58.526529,-0.311,1.588,11.93,30,False
D8,12345,B5,BT6,2025-04-22 23:12:58.546529,-0.259,1.708,12.322,31,True
D8,12345,B5,BT6,2025-04-22 23:12:58.566529,0.013,1.498,12.758,32,True
D8,12345,B5,BT6,2025-04-22 23:12:58.586529,-0.266,1.351,13.166,33,True
D8,12345,B5,BT6,2025-04-22 23:12:58.606529,-0.259,1.305,13.529,34,True
D8,12345,B5,BT6,2025-04-22 23:12:58.626529,-0.276,1.279,13.961,35,True
D8,12345,B5,BT6,2025-04-22 23:12:58.646529,-0.265,1.271,14.396,36,True
D8,12345,B5,BT6,2025-04-22 23:12:58.666529,-0.23,1.259,14.762,37,True
D8,12345,B5,BT6,2025-04-22 23:12:58.686529,-0.203,1.221,15.175,38,True
D8,12345,B5,BT6,2025-04-22 23:12:58.706529,-0.233,1.159,15.588,39,True
D8,12345,B5,BT6,2025-04-22 23:12:58.726529,-0.206,1.086,16.011,40,True
D8,12345,B5,BT6,2025-04-22 23:12:58.746529,-0.222,0.932,16.399,41,True
D8,12345,B5,BT6,2025-04-22 23:12:58.766529,-0.185,0.901,16.841,42,True
D8,12345,B5,BT6,2025-04-22 23:12:58.786529,-0.174,0.838,17.237,43,True
D8,12345,B5,BT6,2025-04-22 23:12:58.806529,-0.185,0.776,17.656,44,True
D8,12345,B5,BT6,2025-04-22 23:12:58.826529,-0.187,0.665,18.097,45,True
D8,12345,B5,BT6,2025-04-22 23:12:58.846529,-0.156,0.633,18.455,46,True
D8,12345,B5,BT6,2025-04-22 23:12:58.866529,-0.149,0.592,18.877,47,True
D8,12345,B5,BT6,2025-04-22 23:12:58.886529,-0.135,0.518,19.273,48,True
D8,12345,B5,BT6,2025-04-22 23:12:58.906529,-0.171,0.423,19.689,49,True
D8,12345,B5,BT6,2025-04-22 23:12:58.926529,-0.156,0.373,20.115,50,True
D9,12345,B2,BT10,2025-04-22 23:12:57.946627,-0.555,1.999,-0.029,1,False
D9,12345,B2,BT10,2025-04-22 23:12:57.966627,-0.503,1.994,0.387,2,False
D9,12345,B2,BT10,2025-04-22 23:12:57.986627,-0.222,2.015,0.832,3,False
D9,12345,B2,BT10,2025-04-22 23:12:58.006627,-0.756,2.021,1.239,4,False
D9,12345,B2,BT10,2025-04-22 23:12:58.026627,-0.326,2.083,1.662,5,False
D9,12345,B2,BT10,2025-04-22 23:12:58.046627,-0.169,2.127,2.049,6,False
D9,12345,B2,BT10,2025-04-22 23:12:58.066627,-0.443,2.142,2.479,7,False
D9,12345,B2,BT10,2025-04-22 23:12:58.086627,-0.373,2.101,2.897,8,False
D9,12345,B2,BT10,2025-04-22 23:12:58.106627,-0.482,2.135,3.29,9,False
D9,12345,B2,BT10,2025-04-22 23:12:58.126627,-0.44,2.204,3.683,10,False
D9,12345,B2,BT10,2025-04-22 23:12:58.146627,-0.047,2.174,4.125,11,False
D9,12345,B2,BT10,2025-04-22 23:12:58.166627,0.125,2.066,4.492,12,False
D9,12345,B2,BT10,2025-04-22 23:12:58.186627,0.068,2.171,4.918,13,False
D9,12345,B2,BT10,2025-04-22 23:12:58.206627,-0.101,2.171,5.329,14,False
D9,12345,B2,BT10,2025-04-22 23:12:58.226627,-0.64,2.319,5.731,15,False
D9,12345,B2,BT10,2025-04-22 23:12:58.246627,-0.032,2.287,6.132,16,False
D9,12345,B2,BT10,2025-04-22 23:12:58.266627,0.026,2.249,6.585,17,False
D9,12345,B2,BT10,2025-04-22 23:12:58.286627,-0.272,2.186,6.968,18,False
D9,12345,B2,BT10,2025-04-22 23:12:58.306627,-0.37,2.177,7.381,19,False
D9,12345,B2,BT10,2025-04-22 23:12:58.326627,-0.033,2.16,7.808,20,False
D9,12345,B2,BT10,2025-04-22 23:12:58.346627,0.029,2.172,8.222,21,False
D9,12345,B2,BT10,2025-04-22 23:12:58.366627,0.264,2.134,8.642,22,False
D9,12345,B2,BT10,2025-04-22 23:12:58.386627,-0.391,2.138,9.012,23,False
D9,12345,B2,BT10,2025-04-22 23:12:58.406627,-0.074,2.127,9.461,24,False
D9,12345,B2,BT10,2025-04-22 23:12:58.426627,-0.445,1.83,9.852,25,False
D9,12345,B2,BT10,2025-04-22 23:12:58.446627,0.219,1.775,10.281,26,False
D9,12345,B2,BT10,2025-04-22 23:12:58.466627,-0.528,1.963,10.656,27,False
D9,12345,B2,BT10,2025-04-22 23:12:58.486627,-0.113,1.705,11.061,28,False
D9,12345,B2,BT10,2025-04-22 23:12:58.506627,-0.118,1.667,11.523,29,False
D9,12345,B2,BT10,2025-04-22 23:12:58.526627,-0.595,1.732,11.9,30,False
D9,12345,B2,BT10,2025-04-22 23:12:58.546627,-0.087,1.582,12.322,31,True
D9,12345,B2,BT10,2025-04-22 23:12:58.566627,-0.092,1.546,12.736,32,True
D9,12345,B2,BT10,2025-04-22 23:12:58.586627,0.001,1.423,13.135,33,True
D9,12345,B2,BT10,2025-04-22 23:12:58.606627,-0.047,1.348,13.57,34,True
D9,12345,B2,BT10,2025-04-22 23:12:58.626627,-0.087,1.332,13.984,35,True
D9,12345,B2,BT10,2025-04-22 23:12:58.646627,-0.042,1.163,14.343,36,True
D9,12345,B2,BT10,2025-04-22 23:12:58.666627,-0.024,1.177,14.798,37,True
D9,12345,B2,BT10,2025-04-22 23:12:58.686627,-0.021,0.968,15.202,38,True
D9,12345,B2,BT10,2025-04-22 23:12:58.706627,-0.021,1.026,15.61,39,True
D9,12345,B2,BT10,2025-04-22 23:12:58.726627,0.008,0.925,15.991,40,True
D9,12345,B2,BT10,2025-04-22 23:12:58.746627,-0.002,0.886,16.446,41,True
D9,12345,B2,BT10,2025-04-22 23:12:58.766627,0.001,0.836,16.826,42,True
D9,12345,B2,BT10,2025-04-22 23:12:58.786627,0.004,0.696,17.266,43,True
D9,12345,B2,BT10,2025-04-22 23:12:58.806627,0.031,0.624,17.645,44,True
D9,12345,B2,BT10,2025-04-22 23:12:58.826627,0.049,0.587,18.067,45,True
D9,12345,B2,BT10,2025-04-22 23:12:58.846627,0.047,0.522,18.453,46,True
D9,12345,B2,BT10,2025-04-22 23:12:58.866627,0.065,0.42,18.86,47,True
D9,12345,B2,BT10,2025-04-22 23:12:58.886627,0.074,0.353,19.302,48,True
D9,12345,B2,BT10,2025-04-22 23:12:58.906627,0.092,0.264,19.702,49,True
D9,12345,B2,BT10,2025-04-22 23:12:58.926627,0.097,0.218,20.099,50,True
D10,12345,B3,BT2,2025-04-22 23:12:57.946722,0.09,2.017,0.011,1,False
D10,12345,B3,BT2,2025-04-22 23:12:57.966722,0.016,2.039,0.399,2,False
D10,12345,B3,BT2,2025-04-22 23:12:57.986722,0.051,2.018,0.822,3,False
D10,12345,B3,BT2,2025-04-22 23:12:58.006722,-0.007,2.049,1.235,4,False
D10,12345,B3,BT2,2025-04-22 23:12:58.026722,0.169,2.116,1.671,5,False
D10,12345,B3,BT2,2025-04-22 23:12:58.046722,0.062,2.126,2.041,6,False
D10,12345,B3,BT2,2025-04-22 23:12:58.066722,0.292,2.051,2.489,7,False
D10,12345,B3,BT2,2025-04-22 23:12:58.086722,0.474,2.117,2.845,8,False
D10,12345,B3,BT2,2025-04-22 23:12:58.106722,0.176,2.084,3.264,9,False
D10,12345,B3,BT2,2025-04-22 23:12:58.126722,0.51,2.222,3.704,10,False
D10,12345,B3,BT2,2025-04-22 23:12:58.146722,0.641,2.142,4.127,11,False
D10,12345,B3,BT2,2025-04-22 23:12:58.166722,0.569,2.208,4.523,12,False
D10,12345,B3,BT2,2025-04-22 23:12:58.186722,-0.035,2.166,4.915,13,False
D10,12345,B3,BT2,2025-04-22 23:12:58.206722,0.663,2.353,5.333,14,False
D10,12345,B3,BT2,2025-04-22 23:12:58.226722,0.053,2.312,5.778,15,False
D10,12345,B3,BT2,2025-04-22 23:12:58.246722,0.62,2.276,6.187,16,False
D10,12345,B3,BT2,2025-04-22 23:12:58.266722,0.663,2.368,6.588,17,False
D10,12345,B3,BT2,2025-04-22 23:12:58.286722,0.422,2.387,6.988,18,False
D10,12345,B3,BT2,2025-04-22 23:12:58.306722,0.672,2.19,7.375,19,False
D10,12345,B3,BT2,2025-04-22 23:12:58.326722,0.649,2.074,7.785,20,False
D10,12345,B3,BT2,2025-04-22 23:12:58.346722,-0.075,2.382,8.216,21,False
D10,12345,B3,BT2,2025-04-22 23:12:58.366722,0.289,2.115,8.622,22,False
D10,12345,B3,BT2,2025-04-22 23:12:58.386722,0.266,2.186,9.016,23,False
D10,12345,B3,BT2,2025-04-22 23:12:58.406722,0.662,2.15,9.457,24,False
D10,12345,B3,BT2,2025-04-22 23:12:58.426722,0.285,1.97,9.87,25,False
D10,12345,B3,BT2,2025-04-22 23:12:58.446722,0.268,1.852,10.292,26,False
D10,12345,B3,BT2,2025-04-22 23:12:58.466722,0.21,1.752,10.647,27,False
D10,12345,B3,BT2,2025-04-22 23:12:58.486722,0.308,1.903,11.076,28,False
D10,12345,B3,BT2,2025-04-22 23:12:58.506722,0.268,1.754,11.515,29,False
D10,12345,B3,BT2,2025-04-22 23:12:58.526722,0.309,1.634,11.882,30,False
D10,12345,B3,BT2,2025-04-22 23:12:58.546722,0.271,1.66,12.343,31,True
D10,12345,B3,BT2,2025-04-22 23:12:58.566722,0.296,1.623,12.739,32,True
D10,12345,B3,BT2,2025-04-22 23:12:58.586722,0.264,1.502,13.141,33,True
D10,12345,B3,BT2,2025-04-22 23:12:58.606722,0.316,1.439,13.56,34,True
D10,12345,B3,BT2,2025-04-22 23:12:58.626722,0.288,1.359,13.988,35,True
D10,12345,B3,BT2,2025-04-22 23:12:58.646722,0.27,1.329,14.367,36,True
D10,12345,B3,BT2,2025-04-22 23:12:58.666722,0.302,1.265,14.803,37,True
D10,12345,B3,BT2,2025-04-22 23:12:58.686722,0.308,1.075,15.205,38,True
D10,12345,B3,BT2,2025-04-22 23:12:58.706722,0.274,1.17,15.586,39,True
D10,12345,B3,BT2,2025-04-22 23:12:58.726722,0.285,1.077,15.998,40,True
D10,12345,B3,BT2,2025-04-22 23:12:58.746722,0.283,0.948,16.408,41,True
D10,12345,B3,BT2,2025-04-22 23:12:58.766722,0.264,0.991,16.842,42,True
D10,12345,B3,BT2,2025-04-22 23:12:58.786722,0.266,0.834,17.273,43,True
D10,12345,B3,BT2,2025-04-22 23:12:58.806722,0.283,0.795,17.672,44,True
D10,12345,B3,BT2,2025-04-22 23:12:58.826722,0.315,0.71,18.06,45,True
D10,12345,B3,BT2,2025-04-22 23:12:58.846722,0.298,0.645,18.461,46,True
D10,12345,B3,BT2,2025-04-22 23:12:58.866722,0.292,0.616,18.894,47,True
D10,12345,B3,BT2,2025-04-22 23:12:58.886722,0.283,0.557,19.287,48,True
D10,12345,B3,BT2,2025-04-22 23:12:58.906722,0.287,0.485,19.689,49,True
D10,12345,B3,BT2,2025-04-22 23:12:58.926722,0.293,0.416,20.129,50,True
